Sentence,entity_1_name,entity_1_id,entity_1_type,entity_2_name,entity_2_id,entitty_2_type,labels
hemolysis of human erythrocytes induced by  @CHEMICAL$  is related to disruption of membrane structure.,tamoxifen,D013629,Chemical,hemolysis,D006461,Disease,1
"the results suggest that  @DISEASE$,, which is assumed to be due to an action of  @CHEMICAL$  in the striatum, can be antagonized by another process leading to dopaminergic activation in the striatum.",morphine,D009020,Chemical,rigidity,D009127,Disease,1
"therefore, the present study was carried out to investigate the effect of chronic curcumin administration on  @CHEMICAL$-- and carbamazepine-induced  @DISEASE$  and oxidative stress in rats.",phenobarbitone,D010634,Chemical,cognitive impairment,D003072,Disease,1
"an  @DISEASE$,, accompanied by atrial fibrillation, agitation, incomprehensible shouts and loss of consciousness, was observed in an elderly, asa classification group ii, cardiovascularly medicated male, 12 min after performance of axillary block with mepivacaine 850 mg containing  @CHEMICAL$  0.",adrenaline,D004837,Chemical,increase in blood pressure,D006973,Disease,1
"gamma-hexachlorocyclohexane (gamma-hch), the active ingredient of the insecticide lindane, has been shown to decrease  @DISEASE$  threshold to pentylenetrazol ( @CHEMICAL$-) 3 h after exposure to gamma-hch and conversely increase threshold to  @CHEMICAL$--induced  @DISEASE$ s 24 h after exposure to gamma-hch (vohland et al.",ptz,D010433,Chemical,seizure,D012640,Disease,1
"in experiments using specific adrenergic antagonists, we found that pretreatment with the beta-adrenergic receptor antagonist propranolol blocked  @CHEMICAL$--induced  @DISEASE$--like behavior in dbh +/- and wild-type c57bl6/j mice, while the alpha(1) antagonist prazosin and the alpha(2) antagonist yohimbine had no effect.",cocaine,D003042,Chemical,anxiety,D001008,Disease,1
"methods: using the general practice research database we conducted a cohort analysis and case-control study nested within a population of women aged between 15 and 39 years with acne, hirsutism or pcos to estimate the risk of  @DISEASE$  associated with cpa/ee.",cpa,D017373,Chemical,vte,D054556,Disease,1
this group was compared with a control group of 135 patients with  @DISEASE$  and no history of  @CHEMICAL$  abuse.,cocaine,D003042,Chemical,ruptured aneurysms,D017542,Disease,1
"the patient developed weakness, lethargy, and  @DISEASE$  2 days after starting therapy with  @CHEMICAL$..",omeprazole,D009853,Chemical,shortness of breath,D004417,Disease,1
introduction:  @DISEASE$  is an adverse drug reaction frequently observed with  @CHEMICAL$..,valproic acid,D014635,Chemical,confusion,D003221,Disease,1
objective: the purpose of the present study was to determine the effect of morning-dosed modafinil on sleep and  @DISEASE$  in chronic  @CHEMICAL$  users.,cocaine,D003042,Chemical,daytime sleepiness,D012893,Disease,1
intracranial pressure (icp) was measured during  @CHEMICAL$--induced  @DISEASE$  in rats.,alfentanil,D015760,Chemical,rigidity,D009127,Disease,1
"however,  @CHEMICAL$  has been demonstrated to produce symptoms of anaphylaxis, including  @DISEASE$,, in sensitive individuals.",acetaminophen,D000082,Chemical,hypotension,D007022,Disease,1
the co-administration of aspirin with n-[4-(5-nitro-2-furyl)-2-thiazolyl]-formamide ( @CHEMICAL$-) to rats resulted in a reduced incidence of  @CHEMICAL$--induced bladder carcinomas but a concomitant induction of  @DISEASE$..,fanft,D005200,Chemical,forestomach tumors,D013274,Disease,1
acute  @DISEASE$  due to treatment with  @CHEMICAL$  in a nonepileptic patient.,phenytoin,D010672,Chemical,psychosis,D011618,Disease,1
these data suggest distinct differences in the propensity to develop  @DISEASE$. in monkeys with different rates of symptom progression or symptom durations prior to  @CHEMICAL$  and demonstrate the value of these models for further studying the pathophysiology of  @DISEASE$..,levodopa,D007980,Chemical,lids,D004409,Disease,1
"what is less well known is a phenomenon whereby  @CHEMICAL$  may induce a  @DISEASE$,, which persists or may progress after stopping the drug.",statins,D019821,Chemical,myopathy,D009135,Disease,1
simvastatin-induced bilateral leg  @DISEASE$  and myonecrosis associated with hypothyroidism.,simvastatin,D019821,Chemical,compartment syndrome,D003161,Disease,1
"qtls for susceptibility to  @CHEMICAL$--induced seizures, a model of  @DISEASE$,, have not been reported, and css have not previously been used to localize seizure susceptibility genes.",pilocarpine,D010862,Chemical,temporal lobe epilepsy,D004833,Disease,1
background/aims: recently ribavirin has been found to inhibit angiogenesis and a number of angiogenesis inhibitors such as sunitinib and  @CHEMICAL$  have been found to cause acute  @DISEASE$..,sorafenib,C471405,Chemical,hemolysis,D006461,Disease,1
development of  @DISEASE$  during pegylated interferon and ribavirin treatment for chronic hepatitis c. a 63-year-old male experienced sudden diplopia after 9 weeks of administration of pegylated interferon (ifn) alpha-2b and ribavirin for chronic hepatitis c (chc).,pegylated interferon (ifn) alpha-2b,C417083,Chemical,ocular myasthenia,D009157,Disease,1
treatment for 2 weeks with  @CHEMICAL$  caused massive focal  @DISEASE$  media in 20-day-old rats and less extensive focal calcification in 42-day-old rats.,warfarin,D014859,Chemical,calcification of the artery,D061205,Disease,1
development of  @CHEMICAL$--induced dyskinesias in parkinsonian monkeys may depend upon rate of symptom onset and/or duration of symptoms.,levodopa,D007980,Chemical,dyskinesia,D004409,Disease,1
"since the introduction of angiotensin converting enzyme (ace) inhibitors into the adjunctive treatment of patients with congestive heart failure, cases of severe  @DISEASE$,, especially on the first day of treatment, have occasionally been reported.",angiotensin converting enzyme (ace) inhibitors,D000806,Chemical,hypotension,D007022,Disease,1
"one of the twins developed complete heart block and  @DISEASE$  related to  @CHEMICAL$  therapy, a boosted protease-inhibitor agent, while the other twin developed mild bradycardia.",lopinavir/ritonavir,C558899,Chemical,dilated cardiomyopathy,D002311,Disease,1
"conclusion: this rat study demonstrated a synergistic  @DISEASE$  effect of csa plus  @CHEMICAL$ , whereas fk506 plus  @CHEMICAL$  was better tolerated.",srl,D020123,Chemical,nephrotoxic,D007674,Disease,1
severe  @DISEASE$  and haemolytic anaemia associated with  @CHEMICAL$:: a case report with fatal outcome.,ciprofloxacin,D002939,Chemical,thrombocytopenia,D013921,Disease,1
microangiopathic hemolytic anemia complicating fk506 ((@CHEMICAL$)) therapy.,tacrolimus,D016559,Chemical,microangiopathic hemolytic anemia,D000743,Disease,1
evidence for an involvement of d1 and d2 dopamine receptors in mediating  @CHEMICAL$--induced  @DISEASE$  in rats.,nicotine,D009538,Chemical,hyperactivity,D006948,Disease,1
the administration of  @CHEMICAL$  and carbamazepine for 21days caused a significant  @DISEASE$  as well as an increased oxidative stress.,phenobarbitone,D010634,Chemical,impairment of learning and memory,D003072,Disease,1
the reports illustrate the need for clinicians to consider  @CHEMICAL$  in patients with  @DISEASE$  of unknown origin.,acetaminophen,D000082,Chemical,hypotension,D007022,Disease,1
"he developed acute neurologic symptoms of mental confusion,  @DISEASE$  and irritability, and then lapsed into a deep coma, lasting for approximately 40 hours during the first dose (day 2) of  @CHEMICAL$  and folinic acid infusion.",5-fluorouracil,D005472,Chemical,disorientation,D003221,Disease,1
clinicians should be aware of potential hepatotoxicity with  @CHEMICAL$  especially in elderly patients and should carefully monitor serum aminotransferase levels when starting therapy and titrating the dosage.,simvastatin-ezetimibe,C492458,Chemical,hepatotoxic,D056486,Disease,1
myasthenia gravis caused by penicillamine and  @CHEMICAL$  therapy for rheumatoid arthritis.,chloroquine,D002738,Chemical,myasthenia gravis,D009157,Disease,1
"the  @DISEASE$  associated with combination therapy of pegylated ifn alpha-2b and  @CHEMICAL$  for chc is very rarely reported; therefore, we present this case with a review of the various eye complications of ifn therapy.",ribavirin,D012254,Chemical,ocular myasthenia,D009157,Disease,1
anti-oxidant effects of atorvastatin in  @CHEMICAL$--induced  @DISEASE$  in the rat.,dexamethasone,D003907,Chemical,hypertension,D006973,Disease,1
reserpine- and  @CHEMICAL$--induced orofacial dyskinesia are putative animal models of  @DISEASE$  (td) whose pathophysiology has been related to free radical generation and oxidative stress.,haloperidol,D006220,Chemical,tardive dyskinesia,D004409,Disease,1
drug-induced parkinsonism was observed in subjects treated with risperidone (42%) and  @CHEMICAL$  (29%) and was observed at occupancy levels above 60%.,haloperidol,D006220,Chemical,drug-induced parkinsonism,D010302,Disease,1
a 30-year old caucasian man reported with  @DISEASE$  and jaundice after 3-day administration of oral  @CHEMICAL$  for a suspect of urinary tract infection.,ciprofloxacin,D002939,Chemical,abdominal pain,D015746,Disease,1
antituberculosis therapy (att)-associated acute liver failure (att- @DISEASE$ ) is the commonest drug-induced  @DISEASE$  in south asia.,antituberculosis,D000995,Chemical,alf,D017114,Disease,1
"an allergic reaction consisting of  @DISEASE$  secondary to continuous infusion  @CHEMICAL$  occurred in a patient with recurrent carcinoma of the oral cavity, cirrhosis, and cisplatin-induced impaired renal function.",5-fluorouracil,D005472,Chemical,angioneurotic edema,D000799,Disease,1
"tamoxifen (tam), the antiestrogenic drug most widely prescribed in the chemotherapy of breast cancer, induces changes in normal discoid shape of erythrocytes and  @DISEASE$  anemia.",tamoxifen,D013629,Chemical,hemolytic,D006461,Disease,1
"although much has been written about the management of the more common adverse effects of  @CHEMICAL$ , such as polyuria and tremor, more subtle  @CHEMICAL$  side effects such as cognitive deficits, loss of creativity, and  @DISEASE$  remain understudied.",lithium,D008094,Chemical,functional impairments,D003072,Disease,1
long-term follow-up of  @CHEMICAL$   @DISEASE$  in children treated for malignant mesenchymal tumors: an international society of pediatric oncology report.,ifosfamide,D007069,Chemical,renal toxicity,D007674,Disease,1
"he developed acute neurologic symptoms of mental  @DISEASE$,, disorientation and irritability, and then lapsed into a deep coma, lasting for approximately 40 hours during the first dose (day 2) of 5-fluorouracil and  @CHEMICAL$  infusion.",folinic acid,D002955,Chemical,confusion,D003221,Disease,1
development of  @CHEMICAL$--induced  @DISEASE$:: comparison of adult male and female wistar rats.,apomorphine,D001058,Chemical,aggressive behavior,D010554,Disease,1
"effects of acetylsalicylic acid, dipyridamole, and hydrocortisone on  @CHEMICAL$--induced  @DISEASE$  in dogs.",epinephrine,D004837,Chemical,myocardial injury,D009202,Disease,1
"objective: to assess and characterise the risk of  @DISEASE$,, and its relation to cyclophosphamide, in patients with wegener's granulomatosis.",cyclophosphamide,D003520,Chemical,bladder cancer,D001749,Disease,1
thyroxine abuse: an unusual case of  @DISEASE$  in pregnancy.,thyroxine,D013974,Chemical,thyrotoxicosis,D013971,Disease,1
cocaine-induced  @DISEASE$:: clinical observations and pathogenetic considerations.,cocaine,D003042,Chemical,myocardial infarction,D009203,Disease,1
"results: as anticipated,  @CHEMICAL$  elicited nephrotic range  @DISEASE$,, renal interstitial damage and mild focal glomerulosclerosis.",adriamycin,D004317,Chemical,proteinuria,D011507,Disease,1
"conclusion: in this preliminary report, divalproex sodium was a superior alternative to  @CHEMICAL$  in bipolar patients experiencing  @DISEASE$  deficits, loss of creativity, and functional impairments.",lithium,D008094,Chemical,cognitive,D003072,Disease,1
"both, ro4368554 (3 and 10 mg/kg, intraperitoneally (i.p.)) and metrifonate (10 mg/kg, p.o., respectively) reversed memory deficits induced by  @CHEMICAL$  and trp depletion (10 mg/kg, i.p., and 3 mg/kg, p.o., respectively).",scopolamine,D012601,Chemical,memory deficit,D008569,Disease,1
"(r)-alpha-methylhistamine (ramh) (5 microg i.c.v.) and  @CHEMICAL$  (thp) (15 mg/kg i.p.), per se did not cause  @DISEASE$..",thioperamide,C052075,Chemical,catalepsy,D002375,Disease,1
"severe  @DISEASE$  and acute renal failure secondary to concomitant use of simvastatin, amiodarone, and atazanavir.",simvastatin,D019821,Chemical,rhabdomyolysis,D012206,Disease,1
"due to the risk of this  @DISEASE$  inducing myocardial ischemia, we would not recommend the use in elderly patients of any of the ephedrine/propofol/mixtures studied.",ephedrine,D004809,Chemical,tachycardia,D013610,Disease,1
