Sentence,entity_1_name,entity_1_id,entity_1_type,entity_2_name,entity_2_id,entity_2_type,labels
significantly more  @DISEASE$  occurred with olanzapine than with  @CHEMICAL$:: the increase in weight at 4 months relative to baseline weight was 17.,risperidone,D018967,Chemical,weight gain,D015430,Disease,1
hyperosmolar nonketotic coma precipitated by  @CHEMICAL$--induced nephrogenic diabetes insipidus.,lithium,D008094,Chemical,hyperosmolar nonketotic coma,D006944,Disease,1
"chlorhexidine phosphanilate ((@CHEMICAL$)), a new broad-spectrum antimicrobial agent, has been evaluated as a topical burn wound dressing in cream form, but preliminary clinical trials reported that it was painful upon application.",chp,C048279,Chemical,pain,D010146,Disease,1
hepatocellular carcinoma in fanconi's anemia treated with androgen and  @CHEMICAL$..,corticosteroid,D000305,Chemical,hepatocellular carcinoma,D006528,Disease,1
purpose: the purpose of the study is to explore the function of p2x3 and nk1 receptors antagonists on  @CHEMICAL$  (cyp)-induced  @DISEASE$  in rats.,cyclophosphamide,D003520,Chemical,cystitis,D003556,Disease,1
conclusions: severe hypotension and  @DISEASE$  occur at similar prevalence in neurocritical care patients who receive  @CHEMICAL$  or propofol.,dexmedetomidine,D020927,Chemical,bradycardia,D001919,Disease,1
adenosine triphosphate (atp) and  @CHEMICAL$  (snp) are administered to patients to induce and control  @DISEASE$  during anesthesia.,sodium nitroprusside,D009599,Chemical,hypotension,D007022,Disease,1
"a 52-year-old chinese man reported with  @DISEASE$,, which appeared 12 hours after beginning treatment with  @CHEMICAL$..",fluvastatin,C065180,Chemical,liver damage,D056486,Disease,1
"extensive literature search revealed multiple cases of  @DISEASE$  secondary to  @CHEMICAL$,, but none of the cases were associated with ts.",zolmitriptan,C089750,Chemical,coronary artery vasospasm,D003329,Disease,1
is  @DISEASE$  going to be a rare or a common side-effect of amlodipine?,amlodipine,D017311,Chemical,dysguesia,D004408,Disease,1
conclusion: there was a high risk of  @DISEASE$  in patients with  @CHEMICAL$  dependence.,methamphetamine,D008694,Chemical,psychosis,D011605,Disease,1
"furthermore,  @CHEMICAL$--induced  @DISEASE$  was associated with chronic er stress of the trabecular meshwork (tm).",dexamethasone,D003907,Chemical,ocular hypertension,D009798,Disease,1
"in animals pretreated with microinjections of isoniazid, 150 micrograms, an inhibitor of activity of the gaba-synthesizing enzyme, l-glutamic acid decarboxylase, into the substantia nigra pars reticulata (snr), bilaterally, non-convulsant doses of  @CHEMICAL$,, 100 and 200 mg/kg, resulted in severe motor limbic seizures and status epilepticus.",pilocarpine,D010862,Chemical,seizure,D012640,Disease,1
an electrical  @DISEASE$  measured with hippocampal eeg appeared in the  @CHEMICAL$--treated group.,pilocarpine,D010862,Chemical,seizure,D012640,Disease,1
long-term oral  @CHEMICAL$  treatment prevents  @DISEASE$  in male wistar rats treated intracerebroventricularly with streptozotocin.,galactose,D005690,Chemical,cognitive deficits,D003072,Disease,1
the one case of  @DISEASE$  occurred in a patient who took  @CHEMICAL$..,cephalexin,D002506,Chemical,toxic epidermal necrolysis,D013262,Disease,1
the aim of the present study was to investigate the protective effect of the solidago virgaurea extract on  @CHEMICAL$--induced  @DISEASE$  in rats.,isoproterenol,D007545,Chemical,cardiotoxicity,D066126,Disease,1
"the patient developed acute encephalopathy evidenced by behavioral changes, aphasia, incontinence, visual hallucinations, and right-sided  @DISEASE$  with diffuse cerebral vasospasm on magnetic resonance angiography after the administration of intrathecal  @CHEMICAL$..",cytarabine,D003561,Chemical,weakness,D018908,Disease,1
we report a case of a 40-year-old female with  @CHEMICAL$--induced fulminant liver failure with associated  @DISEASE$  who underwent intraoperative dialytic support during liver transplantation anticoagulated with citrate dialysate during the entire procedure.,acetaminophen,D000082,Chemical,aki,D058186,Disease,1
downbeat nystagmus associated with intravenous patient-controlled administration of  @CHEMICAL$..,morphine,D009020,Chemical,downbeat nystagmus,D009759,Disease,1
patients with  @DISEASE$  disorders may benefit by avoiding  @CHEMICAL$--containing foods and beverages.,caffeine,D002110,Chemical,anxiety,D001008,Disease,1
oxidative damage precedes nitrative damage in  @CHEMICAL$--induced cardiac  @DISEASE$..,adriamycin,D004317,Chemical,mitochondrial injury,D028361,Disease,1
"conclusions: despite a high prevalence of psychiatric disturbance, outcomes for patients transplanted emergently for  @CHEMICAL$--induced  @DISEASE$  were comparable to those transplanted for non- @CHEMICAL$--induced  @DISEASE$  and electively for cld.",acetaminophen,D000082,Chemical,alf,D017114,Disease,1
"finally, the ikr blockers,  @CHEMICAL$  and citalopram, which are reported to cause torsade de pointes ((@DISEASE$)) in clinical practice, produced early afterdepolarization (ead).",terfenadine,D016593,Chemical,tdp,D016171,Disease,1
"conclusions: our results suggest that the antagonistic effect of nicotine on  @CHEMICAL$,-induced  @DISEASE$  is specific to  @CHEMICAL$,, instead of a non-specific anxiolytic effect.",caffeine,D002110,Chemical,anxiety,D001008,Disease,1
"maleate-induced renal injury included increase in renal vascular resistance and in the urinary excretion of total protein, glucose, sodium, neutrophil gelatinase-associated lipocalin (ngal) and n-acetyl b-d-glucosaminidase (nag), upregulation of kidney injury molecule (kim)-1, decrease in renal blood flow and claudin-2 expression besides of  @DISEASE$  and apoptosis of tubular cells on 24 h. oxidative stress was determined by measuring the oxidation of lipids and proteins and diminution in renal nrf2 levels.",maleate,C030272,Chemical,necrosis,D009336,Disease,1
high trough  @CHEMICAL$  level was the predominant factor that contributed to  @DISEASE$  in the early post-operative period after pediatric lt.,tac,D016559,Chemical,seizures,D012640,Disease,1
we report  @CHEMICAL$--induced non-oliguric  @DISEASE$  and severe neutropenia occurring simultaneously in two elderly females.,mefenamic acid,D008528,Chemical,renal failure,D051437,Disease,1
"the impact of immune-mediated  @CHEMICAL$--induced thrombocytopenia type ii ((@DISEASE$)) as a cause of thrombocytopenia after liver transplantation is not yet understood, with few literature citations reporting contradictory results.",heparin,D006493,Chemical,hit type ii,D013921,Disease,1
methoxamine evoked non-significant increases in mup and diastolic blood pressure but caused  @DISEASE$  and significant fall in heart rate at maximum dosage.,methoxamine,D008729,Chemical,a significant rise in systolic blood pressure,D006973,Disease,1
acc-9653 and phenytoin sodium have similar antiarrhythmic activity against  @CHEMICAL$--induced  @DISEASE$  in anesthetized dogs.,ouabain,D010042,Chemical,ventricular tachycardia,D017180,Disease,1
"finally, the ikr blockers,  @CHEMICAL$  and citalopram, which are reported to cause  @DISEASE$  (tdp) in clinical practice, produced early afterdepolarization (ead).",terfenadine,D016593,Chemical,torsade de pointes,D016171,Disease,1
"our case suggests that troponin elevation could be associated with  @CHEMICAL$  induced  @DISEASE$,, which may warrant further studies.",statin,D019821,Chemical,rhabdomyolysis,D012206,Disease,1
"results: from a database of 452 patients receiving  @CHEMICAL$,, 352 patients had been diagnosed with  @DISEASE$..",botox,C542870,Chemical,adsd,D014826,Disease,1
"hypotension induced by both peptides was significantly attenuated by glibenclamide, which abolished a  @CHEMICAL$--produced decrease in arterial blood pressure.",levcromakalim,D019806,Chemical,hypotension,D007022,Disease,1
an unexpected diagnosis in a ren @DISEASE$ -transplant patient with proteinuria treated with  @CHEMICAL$::  @DISEASE$  amyloidosis.,everolimus,C107135,Chemical,al,D000686,Disease,1
the case shows that  @DISEASE$  and myalgia may occur after  @CHEMICAL$  in patients with atypical cholinesterase despite pretreatment with pancuronium.,suxamethonium,D013390,Chemical,prolonged jaw rigidity,D014313,Disease,1
we sought to determine if prenatal  @CHEMICAL$  exposure increases the incidence of subependymal  @DISEASE$  in preterm infants.,cocaine,D003042,Chemical,cysts,D003560,Disease,1
"thirteen psoriatic patients with  @DISEASE$  during the course of  @CHEMICAL$  therapy were treated for 25 months with a calcium channel blocker, sustained-release nifedipine, to study the clinical antihypertensive effects and adverse events during treatment with both drugs.",cyclosporin a,D016572,Chemical,hypertension,D006973,Disease,1
"depression,  @DISEASE$,, sleep, and memory in past and present polydrug users of  @CHEMICAL$,,4-methylenedioxymethamphetamine (mdma, ecstasy).",3,D018817,Chemical,impulsiveness,D010554,Disease,1
"haloperidol failed to prevent  @CHEMICAL$--induced  @DISEASE$,, but did lower the mortality rate at most doses tested.",amphetamine,D000661,Chemical,seizures,D012640,Disease,1
"conclusions: given this record of impaired memory and clinically significant levels of  @DISEASE$,, impulsiveness, and sleep disturbance, the prognosis for the current generation of  @CHEMICAL$  users is a major cause for concern.",ecstasy,D018817,Chemical,depression,D003866,Disease,1
"conclusions: based on the results,  @CHEMICAL$  and s-23121 were  @DISEASE$  when administered dermally to pregnant rats as were the compounds administered orally.",s-53482,C106487,Chemical,teratogenic,D064793,Disease,1
rhabdomyolysis and brain ischemic stroke in a  @CHEMICAL$--dependent male under methadone maintenance therapy.,heroin,D003932,Chemical,rhabdomyolysis,D012206,Disease,1
several cytopathic mechanisms have been suggested to mediate the dose-limiting cumulative and irreversible  @DISEASE$  caused by  @CHEMICAL$..,doxorubicin,D004317,Chemical,cardiomyopathy,D009202,Disease,1
"the effect of clonidine, naphazoline and xylometazoline on analgesia induced by morphine, codeine, fentanyl and pentazocine, and on  @DISEASE$  effect of morphine,  @CHEMICAL$  and fentanyl was studied in rats.",codine,D003061,Chemical,cataleptic,D002375,Disease,1
"06 ml/min/100 g of body weight in untreated  @CHEMICAL$   @DISEASE$  animals, p < 0.",pan,D011692,Chemical,nephropathy,D007674,Disease,1
the authors present a case of early (within 4 days) development of torsade de pointes ((@DISEASE$)) associated with oral  @CHEMICAL$  therapy.,amiodarone,D000638,Chemical,tdp,D016171,Disease,1
"after the end of  @CHEMICAL$  infusion,  @DISEASE$  amplitudes decreased significantly faster than those following ritodrin-hcl infusion.",fenoterol-hydrobromide,D005280,Chemical,tremor,D014202,Disease,1
"because no other factors related to this patient changed significantly, the  @DISEASE$  experienced by this patient possibly resulted from  @CHEMICAL$  therapy.",misoprostol,D016595,Chemical,delirium,D003693,Disease,1
"conclusion: the magnitude of the association with  @DISEASE$., the increase of association with increasing duration of use, and the specificity for  @CHEMICAL$  are consistent with previous studies indicating that  @CHEMICAL$  are causally related to  @DISEASE$..",fenfluramines,D005277,Chemical,pph,D006976,Disease,1
the incidence of subependymal  @DISEASE$  in infants exposed to  @CHEMICAL$  prenatally was 44% (8 of 18) compared with 8% (8 of 99) in the unexposed group (p < 0.,cocaine,D003042,Chemical,cysts,D003560,Disease,1
during  @DISEASE$  produced by  @CHEMICAL$  similar decreases were observed in mean pulmonary arterial pressure (p less than 0.,snp,D009599,Chemical,hypotension,D007022,Disease,1
"background: in this retrospective comparative study, we aimed to compare the effectiveness of fentanyl, midazolam, and a combination of fentanyl and midazolam to prevent  @CHEMICAL$--induced  @DISEASE$..",etomidate,D005045,Chemical,myoclonus,D009207,Disease,1
material and method: a 40-year-old woman presented with decreased sensation and  @DISEASE$  over her right lateral forearm; the  @DISEASE$  had occurred after a  @CHEMICAL$  injection in the right lateral epicondyle 3 months before.,steroid,D013256,Chemical,paresthesia,D010292,Disease,1
"the impact of immune-mediated  @CHEMICAL$--induced  @DISEASE$  (hit type ii) as a cause of thrombocytopenia after liver transplantation is not yet understood, with few literature citations reporting contradictory results.",heparin,D006493,Chemical,thrombocytopenia type ii,D013921,Disease,1
"adverse effects included a mildly dry mouth and a  @DISEASE$  in 2 patients (2% glycopyrrolate), a light headache in 1 patient (1.",glycopyrrolate,D006024,Chemical,sore throat,D010612,Disease,1
results: a total of 59 patients with  @CHEMICAL$--associated  @DISEASE$  were evaluated.,cocaine,D003042,Chemical,chest pain,D002637,Disease,1
"conclusions: given this record of impaired memory and clinically significant levels of depression, impulsiveness, and  @DISEASE$,, the prognosis for the current generation of  @CHEMICAL$  users is a major cause for concern.",ecstasy,D018817,Chemical,sleep disturbance,D020920,Disease,1
paraplegia following intrathecal  @CHEMICAL$:: report of a case and review of the literature.,methotrexate,D008727,Chemical,paraplegia,D010264,Disease,1
stereological methods reveal the robust size and stability of ectopic hilar granule cells after  @CHEMICAL$--induced  @DISEASE$  in the adult rat.,pilocarpine,D010862,Chemical,status epilepticus,D013226,Disease,1
background: recent studies confirmed a high incidence of  @DISEASE$  in patients treated with different doses of  @CHEMICAL$..,thalidomide,D013792,Chemical,sensory axonal neuropathy,D010523,Disease,1
"maleate-induced  @DISEASE$  included increase in renal vascular resistance and in the urinary excretion of total protein, glucose, sodium, neutrophil gelatinase-associated lipocalin (ngal) and n-acetyl b-d-glucosaminidase (nag), upregulation of kidney injury molecule (kim)-1, decrease in renal blood flow and claudin-2 expression besides of necrosis and apoptosis of tubular cells on 24 h. oxidative stress was determined by measuring the oxidation of lipids and proteins and diminution in renal nrf2 levels.",maleate,C030272,Chemical,renal injury,D007674,Disease,1
